,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
76,MD,5,OP,MD,5,SB,5SB,2.0,70,6400.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.36,0.36,3.249,0.708,5301.5,487.1,5788.6,5788.6,6762.8,1.2,1.0566875,6762.8,0.0,1.0,530.15,3817.0800000000004,389.68000000000006,4630.88,2.3275646074418224,6.975543669496738,0.1324862612911965,0.13252546364180162,59.60729945595702,178.6387879616313,40.91772817934872,69.87930564708442,1.9145606952721743,1.7172465995303827,2.932714139798316,-1.2154675402679331,0.8528998978588214,1035.8606582494003,3735.4893417505996,51.642522671937265,435.45747732806274,1087.5031809213376,4170.946819078662,20854.73409539331,1190.7882262652122,5041.861773734788,4.655129214883645,13.951087338993476,2.5482842966362056,5542.534556967534,27712.67278483767,5179.303291247002,258.2126133596863,5437.515904606688,28943.0
77,PM-Shoulder,1,OP,PM,5,SB,5SB,2.0,70,6400.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.36,0.36,3.399,0.592,5207.9,304.8,5512.7,5512.7,6122.299999999999,1.2,0.9566093749999999,6122.299999999999,0.0,1.0,520.79,3749.688,243.84000000000003,4410.16,1.5311657368918357,4.591153702656019,0.14739422715179695,0.14741754974610471,59.05602008667835,177.0776727511341,51.434219488195026,69.8817532104547,1.595544441031465,1.717186454074929,2.3330771069159884,-0.6158906528410593,0.4331539748411919,1073.4723648203671,3613.6376351796325,35.94629533009018,268.8537046699098,1109.4186601504573,3882.4913398495423,3882.4913398495423,1181.3112508106376,4420.1987491893615,3.0623314737836713,9.182307405312038,1.6303124657822294,3617.3981428294182,3617.3981428294182,1073.4723648203671,35.94629533009018,1109.4186601504573,5512.7
78,PM-Peak,3,Peak,PM,5,SB,5SB,2.0,70,6400.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.36,0.36,3.399,0.592,5074.9,310.3,5385.2,5385.2,6005.799999999999,1.2,0.9384062499999999,6005.799999999999,0.0,1.0,507.49,3653.928,248.24,4308.16,1.9108700623672203,5.729338693668824,0.15087062036962698,0.15088369956617345,58.51109855570115,175.4331220977735,53.20659292837014,69.88752658307207,2.4140747443750503,1.717044598185365,2.255359597288086,-0.538314999102721,0.3787517181016602,1058.7603841459504,3508.6496158540494,37.4553695803069,272.8446304196931,1096.2157537262574,3781.4942462737426,11344.482738821229,1171.1264928868711,4327.183507113129,3.8217401247344407,11.458677387337648,2.041339044709473,4475.496039014066,13426.488117042198,3176.2811524378512,112.36610874092071,3288.647261178772,16155.599999999999
79,PM-Late,3,OP,NT,5,SB,5SB,2.0,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,4152.5,299.7,4452.2,4452.2,5051.6,1.2,0.6314500000000001,5051.6,0.0,1.0,415.25,2989.8,239.76,3561.76,0.7709209409092987,2.312147590406726,0.1247569809305716,0.12475893783026808,71.51603650748847,214.49103625488817,67.71576554911479,69.98057895644193,1.0016977918149554,1.7147614636725383,1.7721131707942226,-0.05735170712168425,0.04047921955595591,788.248421586223,2949.0015784137768,29.91220293418507,269.7877970658149,818.1606245204081,3218.789375479592,9656.368126438776,877.9850303887782,3758.3649696112216,1.5418418818185975,4.624295180813452,0.827268659102612,1353.6772855551073,4061.0318566653223,2364.745264758669,89.73660880255521,2454.481873561224,13356.599999999999
80,Night,8,OP,NT,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,1484.1,246.7,1730.8,1730.8,2224.2,1.2,0.27802499999999997,2224.2,0.0,1.0,148.41,1068.552,197.36,1384.64,5.399782833136293,16.195671250917272,0.0003750640727248214,0.0002078026606746342,409835.8559000661,1229228.469756913,69.96773475384377,69.99999964842186,0.0,1.1142857198822642,1.114799561175088,-0.0005138412928238356,0.0003596928225616955,148.81077546503826,1186.8792245349616,0.04101193311074581,246.65898806688924,148.851787398149,1433.5382126018508,11468.305700814806,148.9338112643705,1926.8561887356293,7.0197176830771815,21.054372626192453,5.40275733724807,1045.4731124861912,8363.78489988953,1190.486203720306,0.32809546488596647,1190.814299185192,13846.4
81,AM-Early,1,OP,AM,6,NB,6NB,1.3,70,9200.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.28125,0.28125,3.246,0.715,5522.6,428.6,5951.200000000001,5951.200000000001,6808.400000000001,1.2,0.7400434782608696,6808.400000000001,0.0,1.0,552.2600000000001,3976.2720000000004,342.88000000000005,4760.960000000001,0.883163782940455,2.6487169361636536,0.11191071930959591,0.11191734012755329,64.61469972690811,193.78744101345197,64.01051108709328,69.92100303581675,0.7302085873957165,1.115544637711287,1.2185498705653592,-0.10300523285407226,0.0729849093957514,997.2474596906056,3973.0925403093943,38.37421758293548,390.2257824170645,1035.621677273541,4363.318322726459,4363.318322726459,1112.370112439412,5143.769887560587,1.1481129178225915,3.4433320170127497,0.9485850872090112,1277.0878627676839,1277.0878627676839,997.2474596906056,38.37421758293548,1035.621677273541,5951.200000000001
82,AM-Peak,2,Peak,AM,6,NB,6NB,1.3,70,9600.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.2727272727272727,0.2727272727272727,3.246,0.715,4579.8,359.6,4939.400000000001,4939.400000000001,5658.6,1.2,0.5894375000000001,5658.6,0.0,1.0,457.98,3297.456,287.68,3951.5200000000004,0.9357938793590612,2.80664146530052,0.1075272117924276,0.10753381991593762,65.72856416998077,197.13370403799254,68.32949784967009,69.97714198946689,0.8979825197403118,1.1146496953496718,1.1415274874638435,-0.026877792114171628,0.019069241224690482,812.5462496882112,3309.273750311789,30.935329313416936,328.66467068658307,843.4815790016281,3637.9384209983723,7275.876841996745,905.352237628462,4295.267762371538,1.2165320431667797,3.648633904890676,1.0044086394286447,1101.3602406925952,2202.7204813851904,1625.0924993764224,61.87065862683387,1686.9631580032562,9878.800000000001
83,AM-Shoulder,1,OP,AM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,3672.2,518.6,4190.8,4190.8,5228.0,1.2,0.6535,5228.0,0.0,1.0,367.22,2643.984,414.88000000000005,3352.6400000000003,0.7192337741273787,2.15747348165635,0.1259895462522878,0.12599162474638523,60.87075035521611,182.59296827271095,67.23173010985991,69.98356853848712,0.7056487622469596,1.1145473377383477,1.1601664849698827,-0.04561914723153504,0.03211653947891796,700.334344458309,2604.6456555416908,52.27140527478031,466.3285947252197,752.6057497330894,3070.9742502669105,3070.9742502669105,857.1485602826499,4003.63143971735,0.9350039063655923,2.804715526153255,0.8191251324663104,801.4217697785307,801.4217697785307,700.334344458309,52.27140527478031,752.6057497330894,4190.8
84,MD,5,OP,MD,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.249,0.708,3810.6,350.1,4160.7,4160.7,4860.9,1.2,0.6076125,4860.9,0.0,1.0,381.06,2743.632,280.08000000000004,3328.56,0.6308371920391806,1.8923170377324154,0.12547535388238887,0.12547171188666426,61.04025405492415,183.10193849267225,68.1812183211823,69.98615470648852,0.6348845162985857,1.1145061523542814,1.144010064950207,-0.029503912595925552,0.020807045465144888,725.3181961230464,2704.221803876954,35.14211706521693,314.9578829347831,760.4603131882633,3019.1796868117367,15095.898434058683,830.7445473186972,3649.095452681303,0.8200883496509349,2.4600121490521403,0.6891322426078337,681.2750373541884,3406.375186770942,3626.590980615232,175.71058532608464,3802.3015659413168,20803.5
85,PM-Shoulder,1,OP,PM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.399,0.592,3742.8,219.0,3961.8,3961.8,4399.8,1.2,0.549975,4399.8,0.0,1.0,374.28000000000003,2694.8160000000003,175.20000000000002,3169.4400000000005,0.520557311238791,1.5615528775657466,0.1330732703963587,0.13307403983686014,61.43480216034583,184.2903557878635,69.0277693914847,69.98848726466974,0.5352847150385063,1.1144690083818183,1.1299800165587,-0.015511008176881669,0.010986011591090038,732.8879782364338,2635.632021763566,23.3145717794179,195.6854282205821,756.2025500158517,2831.3174499841484,2831.3174499841484,802.8316935746875,3222.6883064253125,0.6767245046104283,2.0300187408354704,0.5526523707604455,543.2922716537612,543.2922716537612,732.8879782364338,23.3145717794179,756.2025500158517,3961.8
86,PM-Peak,3,Peak,PM,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.399,0.592,3646.5,223.0,3869.5,3869.5,4315.5,1.2,0.5394375,4315.5,0.0,1.0,364.65000000000003,2625.48,178.4,3095.6000000000004,0.7824719234895335,2.347069449670881,0.1332728342102131,0.13328747469699878,61.37688486519559,184.10348928640448,69.13392573347542,69.9898792169809,0.8216654475945069,1.1144468439241955,1.128244912645421,-0.013798068721225576,0.009771438851794679,714.5551607622303,2567.29483923777,23.778485485944582,199.22151451405543,738.3336462481749,2766.516353751825,8299.549061255475,785.8906172200641,3164.9593827799363,1.0172135005363936,3.051190284572145,0.8328607412776677,799.4078403018476,2398.223520905543,2143.6654822866913,71.33545645783374,2215.0009387445252,11608.5
87,PM-Late,3,OP,NT,6,NB,6NB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,2984.5,215.4,3199.9,3199.9,3630.7,1.2,0.4538375,3630.7,0.0,1.0,298.45,2148.84,172.32000000000002,2559.92,0.5122056539349008,1.5365779466201115,0.12519032726776813,0.12517433857965116,71.39385320375246,214.17612147456364,69.67677045511694,69.99729187787531,0.4669160313351984,1.114328824836353,1.1194548698298892,-0.005126044993536194,0.0036184088809224383,567.4639828460708,2118.5860171539293,21.57004202404549,193.82995797595453,589.0340248701164,2312.415975129884,6937.247925389652,632.1741089182074,2700.075891081793,0.6658673501153711,1.997551330606145,0.5497174995474866,420.9430046899902,1262.8290140699705,1702.3919485382125,64.71012607213648,1767.102074610349,9599.7
88,Night,8,OP,NT,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,1649.6,266.2,1915.8,1915.8,2448.2,1.2,0.306025,2448.2,0.0,1.0,164.96,1187.712,212.96,1532.64,0.7834025516428279,7.464783233744638,0.040349015452708636,0.0004335386513593903,38118.0750304677,363214.5016548089,69.94968174692148,69.99999650207896,0.0,1.114285769966909,1.1150872749100509,-0.0008015049431417953,0.0005610924370355687,212.88300984136748,1271.7569901586323,0.09232639119349575,266.10767360880646,212.97533623256098,1537.8646637674387,12302.91731013951,213.15998901494797,2070.0800109850516,1.0184233171356762,9.70421820386803,0.7862989798278025,217.70097649058965,1741.6078119247172,1703.0640787309399,0.738611129547966,1703.8026898604878,15326.4
89,AM-Early,1,OP,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,3539.3,274.7,3814.0,3814.0,4363.4,1.2,0.5454249999999999,4363.4,0.0,1.0,353.93000000000006,2548.2960000000003,219.76,3051.2000000000003,0.5499071035923168,1.6496498597882208,0.12469965985053093,0.12468280360364897,61.61231523954791,184.82894025587916,69.03256400748819,69.99223052089128,0.5653227948112902,1.1144094054370586,1.1299015344633452,-0.015492129026286605,0.010931074124341637,671.7016443984687,2513.6683556015314,27.400292919937897,247.2997070800621,699.1019373184066,2760.9680626815934,2760.9680626815934,753.9025231582824,3255.5674768417175,0.7148792346700118,2.144544817724687,0.5930099360232093,538.9467136597569,538.9467136597569,671.7016443984687,27.400292919937897,699.1019373184066,3814.0
90,AM-Peak,2,Peak,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,3904.2,307.6,4211.8,4211.8,4827.0,1.2,0.603375,4827.0,0.0,1.0,390.42,2811.024,246.08000000000004,3369.4400000000005,0.9537537768563571,2.860653581360566,0.12472470162337013,0.12472996133499403,61.604598012486804,184.77453847004784,68.24733122029443,69.98585913892099,0.978025076038872,1.114510859189012,1.142901833746804,-0.028390974557791937,0.020031283622762762,741.0241296561323,2772.755870343867,30.693548885315337,276.90645111468467,771.7176785414476,3049.662321458552,6099.324642917104,833.1047763120783,3603.4752236879212,1.2398799099132642,3.718849655768736,1.0295969562941658,1032.9256248280763,2065.8512496561525,1482.0482593122647,61.387097770630675,1543.4353570828953,8423.6
91,AM-Shoulder,1,OP,AM,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.246,0.715,3589.5,507.0,4096.5,4096.5,5110.5,1.2,0.6388125,5110.5,0.0,1.0,358.95000000000005,2584.4400000000005,405.6,3277.2000000000003,0.6950452333705166,2.0849369553483754,0.12607955918111682,0.12608025366751446,60.85105598623875,182.5357678987917,67.57355709625281,69.9856286352632,0.6894919509282518,1.1145145299259147,1.1542976772540714,-0.03978314732815669,0.028008374077850007,684.7950559300457,2545.754944069954,51.13815088754387,455.8618491124561,735.9332068175895,3001.61679318241,3001.61679318241,838.2095085926774,3913.3404914073226,0.9035588033816716,2.710418041952888,0.7916253196302594,757.358368095545,757.358368095545,684.7950559300457,51.13815088754387,735.9332068175895,4096.5
92,MD,5,OP,MD,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.249,0.708,4350.5,390.8,4741.3,4741.3,5522.9,1.2,0.6903625,5522.9,0.0,1.0,435.05,3132.36,312.64000000000004,3793.0400000000004,0.7660537375217484,2.2978771087156256,0.12499644103668409,0.12498537576868003,61.16025282330545,183.45807616654812,66.19166451199834,69.97022650792032,0.721917357381248,1.1147598613414629,1.1783961103721936,-0.06363624903073073,0.0448772772605355,826.5838520456678,3088.866147954332,39.07542788032013,351.72457211967986,865.6592799259879,3440.590720074012,17202.95360037006,943.8101356866282,4144.039864313372,0.995869858778273,2.9872402413303134,0.835199480026343,939.8976346164129,4699.488173082064,4132.919260228338,195.37713940160063,4328.296399629939,23706.5
93,PM-Shoulder,1,OP,PM,6,SB,6SB,1.3,70,5600.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.391304347826087,0.391304347826087,3.399,0.592,3573.2,209.1,3782.2999999999997,3782.2999999999997,4200.5,1.2,0.7500892857142857,4200.5,0.0,1.0,357.32,2572.7039999999997,167.28,3025.84,0.8165752959627964,2.449465209124733,0.16695699658128235,0.16695851108180768,56.18296074908171,168.53094672455782,65.09500024899215,69.98071366186595,0.8211885322118834,1.1145928059105223,1.1982487088354785,-0.08365590292495617,0.058774096184834985,786.8509329326514,2429.029067067348,27.928819733764787,181.1711802662352,814.7797526664162,2610.2002473335833,2610.2002473335833,870.6373921339458,2972.542607866054,1.0615478847516353,3.1843047718621533,0.8725470943298256,924.2138174202121,924.2138174202121,786.8509329326514,27.928819733764787,814.7797526664162,3782.2999999999997
94,PM-Peak,3,Peak,PM,6,SB,6SB,1.3,70,5600.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.391304347826087,0.391304347826087,3.399,0.592,3265.3,206.0,3471.3,3471.3,3883.3,1.2,0.6934464285714286,3883.3,0.0,1.0,326.53000000000003,2351.016,164.8,2777.0400000000004,1.0573724671945806,3.171672436625117,0.1706547205198078,0.17066398998384866,55.65090564041599,166.92929782940098,66.91605541136933,69.98728932098506,1.1726071340782511,1.114488084290077,1.1656395392778556,-0.05115145498777851,0.03594767749449899,727.7419784175966,2211.0280215824037,28.12542554933826,177.87457445066173,755.8674039669348,2388.9025960330655,7166.7077880991965,812.1182550656114,2744.6517449343887,1.3745842073529548,4.123174167612652,1.1360444486388128,1116.3086586387676,3348.925975916303,2183.22593525279,84.37627664801478,2267.602211900805,10413.900000000001
95,PM-Late,3,OP,NT,6,SB,6SB,1.3,70,8000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3103448275862069,0.3103448275862069,3.402,0.708,3803.8,274.8,4078.6000000000004,4078.6000000000004,4628.200000000001,1.2,0.5785250000000001,4628.200000000001,0.0,1.0,380.38000000000005,2738.7360000000003,219.84000000000003,3262.8800000000006,0.6828107095628688,2.0482384623362004,0.1249530629364802,0.1249408561046546,71.45643135607544,214.34902680202373,68.63217864711808,69.98845927704082,0.5959689175661091,1.1144694540459374,1.1364931368570985,-0.02202368281116107,0.01554519579996894,722.5934517744041,2700.826548225596,27.46699780604727,247.33300219395275,750.0604495804514,2948.159550419549,8844.478651258647,804.994445192546,3442.8255548074544,0.8876539224317295,2.662710001037061,0.7328122809171765,714.5495615476576,2143.648684642973,2167.7803553232125,82.40099341814181,2250.181348741354,12235.800000000001
96,Night,8,OP,NT,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.2857142857142857,0.2857142857142857,3.402,0.708,1815.8,287.6,2103.4,2103.4,2678.6,1.2,0.29762222222222223,2678.6,0.0,1.0,181.58,1307.3760000000002,230.08000000000004,1682.7200000000003,5.395165125862085,16.14860993401766,0.0002117847660041059,0.00011182135593291075,271932.54311579454,813938.4920940156,69.95142483307309,69.99999883263203,0.0,0.5142857228622955,0.5146428408843385,-0.0003571180220430792,0.00024998861903694836,181.8568823202394,1452.3631176797605,0.02572785757304411,287.574272142427,181.88261017781244,1739.9373898221875,13919.4991185775,181.93406589295853,2315.085934107042,3.237099075517251,9.689165960410596,5.396686233878807,588.9380271171275,4711.50421693702,1454.8550585619153,0.20582286058435287,1455.0608814224995,16827.2
97,AM-Early,1,OP,AM,7,NB,7NB,0.6,70,10800.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.25,0.25,3.246,0.715,8657.4,671.8,9329.199999999999,9329.199999999999,10672.8,1.2,0.9882222222222221,10672.8,0.0,1.0,865.74,6233.328,537.4399999999999,7463.36,1.9411230288209322,5.820408721374058,0.10271175498656135,0.1027283457292417,67.0270500147258,200.9789285281176,44.9641570087976,69.11052992657305,0.4060055592950413,0.52090470205117,0.8006377166807844,-0.2797330146296144,0.2004464016765491,1505.9760582868726,6285.683941713127,55.21032212872365,616.5896778712763,1561.1863804155962,6902.273619584403,6902.273619584403,1671.6070246730435,8135.452975326956,1.1646738172925593,3.4922452328244344,2.0783113974884784,1946.77886881291,1946.77886881291,1505.9760582868726,55.21032212872365,1561.1863804155962,9329.199999999999
98,AM-Peak,2,Peak,AM,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.2857142857142857,0.2857142857142857,3.246,0.715,7055.7,550.1,7605.8,7605.8,8706.0,1.2,0.9673333333333334,8706.0,0.0,1.0,705.57,5080.104,440.08000000000004,6084.64,2.2912654594118265,6.870630758682491,0.11408463411653165,0.11409953782201399,64.07729006565738,192.14334081182335,47.899671017036276,69.63537085251706,0.693497970571615,0.5169786497762112,0.7515709238837158,-0.2345922741075046,0.16609964671860106,1285.131806113929,5064.998193886071,50.21292460471192,499.8870753952881,1335.344730718641,5564.885269281359,11129.770538562718,1435.7705799280648,6564.6594200719355,1.3747592756470959,4.122378455209494,2.463463184253983,1973.7435494477522,3947.4870988955045,2570.263612227858,100.42584920942384,2670.689461437282,15211.6
99,AM-Shoulder,1,OP,AM,7,NB,7NB,0.6,70,12600.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.2222222222222222,0.2222222222222222,3.246,0.715,5409.4,763.9,6173.299999999999,6173.299999999999,7701.099999999999,1.2,0.6111984126984127,7701.099999999999,0.0,1.0,540.9399999999999,3894.768,611.12,4938.639999999999,0.6725135774057748,2.017518659433583,0.08666108282173911,0.08664717910382201,71.27973078664776,213.8368528650459,67.70644046094002,69.95045528335511,0.259454195324547,0.514649974101974,0.531707172241147,-0.017057198139173058,0.012195020568802948,878.4648122194592,3989.99518778054,52.951824093927705,710.9481759060723,931.4166363133869,4700.943363686612,4700.943363686612,1037.3202845012422,6122.839715498757,0.40350814644346483,1.21051119566015,0.7489782546858275,418.5664839908067,418.5664839908067,878.4648122194592,52.951824093927705,931.4166363133869,6173.299999999999
100,MD,5,OP,MD,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.2857142857142857,0.2857142857142857,3.249,0.708,6242.8,568.2,6811.0,6811.0,7947.400000000001,1.2,0.8830444444444445,7947.400000000001,0.0,1.0,624.2800000000001,4494.816000000001,454.56000000000006,5448.8,1.3252875244140316,3.97503486926342,0.11492180118642283,0.11492659321388735,63.42425925942754,190.23316636508625,55.30012223957913,69.80157785268558,0.4084644762166208,0.5157476536701945,0.650993136037487,-0.1352454823672925,0.09569519522624091,1140.8323507215523,4477.687649278448,52.24103221130464,515.9589677886954,1193.073382932857,4993.646617067143,24968.233085335713,1297.5554473554662,6025.564552644534,0.795172514648419,2.385020921558052,1.4413118514791556,1031.7544839032735,5158.772419516367,5704.161753607761,261.2051610565232,5965.366914664284,34055.0
101,PM-Shoulder,1,OP,PM,7,NB,7NB,0.6,70,7200.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3333333333333333,0.3333333333333333,3.399,0.592,6463.7,378.2,6841.9,6841.9,7598.299999999999,1.2,1.0553194444444443,7598.299999999999,0.0,1.0,646.37,4653.8640000000005,302.56,5473.52,2.1951940929530385,6.583779119418085,0.13709329061449815,0.13710343297700014,60.71111688771729,182.08348180465637,41.46903308866478,69.66405286986935,0.5074013469011296,0.5167657998199885,0.8681176607862676,-0.35135186096627913,0.2476823625503874,1284.3835298323509,4532.946470167649,41.482014681521164,336.71798531847884,1325.865544513872,4869.664455486128,4869.664455486128,1408.8295738769143,5543.1004261230855,1.3171164557718231,3.950267471650851,2.332498625265683,1855.5477359194458,1855.5477359194458,1284.3835298323509,41.482014681521164,1325.865544513872,6841.9
102,PM-Peak,3,Peak,PM,7,NB,7NB,0.6,70,6300.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.36363636363636365,0.36363636363636365,3.399,0.592,5884.3,354.9,6239.2,6239.2,6949.0,1.2,1.103015873015873,6949.0,0.0,1.0,588.4300000000001,4236.696,283.92,4991.360000000001,3.130607801246464,9.388574666592053,0.1465286232869427,0.14654246311312732,59.15815666929725,177.4130795963994,37.79087729326901,69.75557031245089,0.8759797131750982,0.5160878169119384,0.9526108568644426,-0.4365230399525042,0.30682759980510976,1209.227232165297,4086.6427678347027,41.60633612707911,313.2936638729209,1250.8335682923762,4399.936431707623,13199.80929512287,1334.0462405465344,5026.523759453466,1.8783646807478784,5.6331447999552315,3.3387658483854996,2505.744239897254,7517.232719691761,3627.6816964958907,124.81900838123732,3752.500704877128,18717.6
103,PM-Late,3,OP,NT,7,NB,7NB,0.6,70,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.2857142857142857,0.2857142857142857,3.402,0.708,4261.3,307.6,4568.900000000001,4568.900000000001,5184.1,1.2,0.5760111111111111,5184.1,0.0,1.0,426.13000000000005,3068.1360000000004,246.08000000000004,3655.120000000001,0.6836339597643283,2.0509700391685137,0.1137780712435668,0.11374904816871635,74.42758814897329,223.29018504835676,68.58695032653095,69.98314328702912,0.26317937849676293,0.5144095893542459,0.5248811884565511,-0.010471599102305218,0.007416831919585767,775.2165963929522,3059.953403607048,27.991365773357725,279.6086342266423,803.2079621663099,3339.5620378336903,10018.686113501071,859.1906937130253,3898.779306286975,0.41018037585859696,1.2305820235011082,0.7312848872158998,352.4243064142216,1057.2729192426648,2325.6497891788567,83.97409732007317,2409.62388649893,13706.7
104,Night,8,OP,NT,7,SB,7SB,0.6,70,9000.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.2857142857142857,0.2857142857142857,3.402,0.708,1589.2,261.1,1850.3000000000002,1850.3000000000002,2372.5,1.2,0.26361111111111113,2372.5,0.0,1.0,158.92000000000002,1144.224,208.88000000000002,1480.2400000000002,5.399501494532031,16.19895910954454,0.00018538552205184746,0.00010151245454421771,563603.7764150787,1690858.7834225632,69.97653578892958,69.9999994760892,0.0,0.5142857181348549,0.5144581622129295,-0.00017244407807459616,0.00012071354905066403,159.13212256358426,1271.1478774364157,0.021203921505196198,261.0787960784948,159.15332648508945,1532.2266735149105,12257.813388119284,159.19573432809986,2054.3842656719,3.2397008967192185,9.719375465726722,5.40094030110067,515.7465690405313,4125.9725523242505,1273.056980508674,0.16963137204156958,1273.2266118807156,14802.400000000001
105,AM-Early,1,OP,AM,7,SB,7SB,0.6,70,6300.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.36363636363636365,0.36363636363636365,3.246,0.715,4058.0,314.9,4372.9,4372.9,5002.7,1.2,0.794079365079365,5002.7,0.0,1.0,405.8,2921.76,251.92,3498.3199999999997,0.9864593047676516,2.9592447814857974,0.14253849396525922,0.14252365497629532,57.953002032616624,173.85118474486953,62.430011316431724,69.97217223335151,0.4150568728674008,0.5144902444923808,0.5766457388183224,-0.062155494325941585,0.04365201717282568,822.2632701279358,2829.936729872064,35.90455916162831,278.9954408383717,858.1678292895641,3108.9321707104355,3108.9321707104355,929.9769476128207,3666.9230523871793,0.5918755828605909,1.7755468688914784,1.0689979300161256,550.4277798701855,550.4277798701855,822.2632701279358,35.90455916162831,858.1678292895641,4372.9
106,AM-Peak,2,Peak,AM,7,SB,7SB,0.6,70,6300.0,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.36363636363636365,0.36363636363636365,3.246,0.715,4903.1,390.2,5293.3,5293.3,6073.700000000001,1.2,0.9640793650793652,6073.700000000001,0.0,1.0,490.31000000000006,3530.232,312.16,4234.64,2.186140391719708,6.556695762201667,0.13944377535030753,0.13944897464163727,58.5359408452018,175.5616230000249,50.183774936258935,69.91850395332145,0.7981849670956416,0.5148851586417538,0.7173633319877889,-0.20247817334603513,0.14215433239145223,982.5788779424669,3430.2111220575334,43.5303919241335,346.6696080758665,1026.1092698666005,3776.8807301334,7553.7614602668,1113.1700537148674,4470.219946285133,1.311684235031825,3.9340174573209996,2.3715514330096283,1460.0825456259597,2920.1650912519194,1965.1577558849337,87.060783848267,2052.218539733201,10586.6
