,Unnamed: 0,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,TotalVeh_Real,Corridor PCE pre-fix,Suppressed ratio ref,Suppressed ratio,Corridor PCE,Suppressed Demand,PCE ratio,HOV3,InScopeLights,InScopeHeavies,InScopeVeh,TollLights,TollHeavies,CaptureRateLights,CaptureRateHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,Bounus Seg,Time ML,Time GP,Time Savings,BonusRel,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,GPVehDay,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours,SegDir,RevenuePerDay
30,30,PM-Peak,3,Peak,PM,2,SB,2SB,3.1,70,9000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.285714286,0.285714286,3.399,0.592,7215.1,440.8,7655.9,7655.9,8537.5,1.1,0.948611111,8537.5,0,1,721.51,5974.1028,405.536,7043.428,2.103686083,6.299304925,0.107420614,0.107464353,66.51414058,199.1708063,50.35008879,69.53016954,3.255400863,2.675097749,3.694134498,-1.01903675,0.725894149,1363.251789,5130.338211,43.58066383,397.2193362,1406.832452,5527.557548,16582.67264,1493.99378,6321.99622,6.521426859,19.52784527,2.233657392,9741.383289,29224.14987,4089.755366,130.7419915,4220.497357,22967.7,2SB,29224.14987
31,31,PM-Late,3,OP,NT,2,SB,2SB,3.1,70,9000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.285714286,0.285714286,3.402,0.708,5534.7,400.6,5935.3,5935.3,6736.5,1.1,0.7485,6736.5,0,1,553.47,4582.7316,368.552,5460.476,1.084057522,3.248639691,0.100747313,0.100780935,78.42367565,235.0154492,63.74637603,69.91421848,1.745551593,2.660403049,2.917812927,-0.257409878,0.182469049,1015.167897,3966.062103,37.14301525,363.4569847,1052.310912,4329.519088,12988.55726,1126.596942,5056.433058,3.360578317,10.07078304,1.16045995,3785.61047,11356.83141,3045.50369,111.4290458,3156.932736,17805.9,2SB,11356.83141
32,32,Night,8,OP,NT,3,NB,3NB,3.7,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,1924.4,326.6,2251,2251,2904.2,1.1,0.363025,2904.2,0,1,192.44,1524.1248,287.408,1980.88,0.500005939,1.500065784,0.10028719,0.100250382,76.79172928,230.3825545,69.90807691,69.99973753,1.221585163,3.171440463,3.175598727,-0.004158263,0.002919109,345.290193,1386.669807,28.8127617,297.7872383,374.1029547,1684.457045,13475.65636,431.7284781,2280.031522,1.850021976,5.5502434,0.577028817,798.7122855,6389.698284,2762.321544,230.5020936,2992.823637,18008,3NB,6389.698284
33,33,AM-Early,1,OP,AM,3,NB,3NB,3.7,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.246,0.715,7135.751076,554.7496414,7690.500717,9077.5,10387.1,1.1,1.2983875,8800,1587.1,0.847204706,842.27,5538.263347,488.1796844,6767.640631,3.599999696,10.79999018,0.192447835,0.191524115,53.38217286,160.1463865,24.19254726,65.19273021,2.751037717,3.405287664,9.176379718,-5.771092054,4.203465803,1908.096793,4385.384283,93.49818216,461.2514592,2001.594975,4846.635742,4846.635742,2188.591339,5769.138661,13.31999887,39.95996368,3.936324492,29152.0311,29152.0311,1908.096793,93.49818216,2001.594975,7690.500717,3NB,29152.0311
34,34,AM-Peak,2,Peak,AM,3,NB,3NB,3.7,70,7200,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.333333333,0.333333333,3.246,0.715,6402.770353,505.7432157,6908.513569,8347.7,9569.9,1.1,1.329152778,7920,1649.9,0.827594855,773.66,4953.617111,445.0540298,6079.49194,3.599999887,10.7999983,0.231190539,0.230423973,49.67757817,149.0327157,24.77524209,64.55625776,4.100491241,3.438861045,8.960558255,-5.52169721,4.052390779,1918.889412,3710.220941,102.5511175,403.1920982,2021.440529,4113.413039,8226.826079,2226.542764,4919.797236,13.31999958,39.9599937,3.965268057,29657.54817,59315.09634,3837.778823,205.1022351,4042.881059,13817.02714,3NB,59315.09634
35,35,AM-Shoulder,1,OP,AM,3,NB,3NB,3.7,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.246,0.715,6795.396318,961.5345606,7756.930879,7774.4,9701.8,1.1,1.102477273,9680,21.8,0.997752994,681.07,5380.60716,846.1504133,6826.099173,2.995779815,8.960087963,0.107125246,0.107240487,65.59089077,196.1760166,35.13166875,69.47665578,3.291503916,3.195317874,6.31908497,-3.123767097,2.203359479,1257.468868,4856.85745,90.74158238,870.7929782,1348.21045,5727.650429,5727.650429,1529.693615,7469.236385,11.08438532,33.15232546,3.397208805,16946.56393,16946.56393,1257.468868,90.74158238,1348.21045,7756.930879,3NB,16946.56393
36,36,MD,5,OP,MD,3,NB,3NB,3.7,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.249,0.708,6976.6,630.1,7606.7,7606.7,8866.9,1.1,1.007602273,8866.9,0,1,697.66,5525.4672,554.488,6693.896,2.078381486,6.217956392,0.10698922,0.107089674,65.57354604,196.1783496,44.3566181,69.58565401,2.882926459,3.190312761,5.004890127,-1.814577366,1.283423089,1288.825425,4990.114575,59.37993915,570.7200608,1348.205364,5560.834636,27804.17318,1466.965243,6702.274757,7.690011497,23.00643865,2.26070364,11277.20327,56386.01633,6444.127127,296.8996958,6741.026822,38033.5,3NB,56386.01633
37,37,PM-Shoulder,1,OP,PM,3,NB,3NB,3.7,70,9200,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.28125,0.28125,3.399,0.592,7725.4,452.9,8178.3,8178.3,9084.1,1.1,0.987402174,9084.1,0,1,772.54,6118.5168,398.552,7196.904,1.81467164,5.433430458,0.111083514,0.111126999,65.75117122,196.8700058,46.6692026,69.33211604,2.543221717,3.201979294,4.756884362,-1.554905067,1.109819053,1452.206348,5500.653652,44.28988775,408.6101123,1496.496236,5909.263764,5909.263764,1585.076011,6726.483989,6.714285069,20.10369269,1.921771423,10640.91769,10640.91769,1452.206348,44.28988775,1496.496236,8178.3,3NB,10640.91769
38,38,PM-Peak,3,Peak,PM,3,NB,3NB,3.7,70,9200,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.28125,0.28125,3.399,0.592,7003.1,420.6,7423.7,7423.7,8264.9,1.1,0.898358696,8264.9,0,1,700.31,5546.4552,370.128,6532.856,1.799777454,5.394709664,0.110557247,0.110318749,65.89670509,197.5208607,54.49598762,69.62956759,3.636813647,3.188300713,4.073694407,-0.885393694,0.631586085,1313.510816,4989.279184,40.83205799,379.767942,1354.342874,5369.047126,16107.14138,1436.00699,6128.58301,6.65917658,19.96042576,1.908160998,9561.925725,28685.77717,3940.532448,122.496174,4063.028622,22271.1,3NB,28685.77717
39,39,PM-Late,3,OP,NT,3,NB,3NB,3.7,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,3776.3,273.2,4049.5,4049.5,4595.9,1.1,0.5744875,4595.9,0,1,377.63,2990.8296,240.416,3563.56,0.696664955,2.088945548,0.114940805,0.114955504,74.13771606,222.3014818,68.69759002,69.98850125,1.671502793,3.171949621,3.23155441,-0.059604789,0.042088087,721.398363,2677.271637,27.63714242,245.5628576,749.0355054,2922.834495,8768.503484,804.3097902,3413.96021,2.577660335,7.729098528,0.748035894,2073.130143,6219.390428,2164.195089,82.91142727,2247.106516,12148.5,3NB,6219.390428
40,40,Night,8,OP,NT,3,SB,3SB,3.7,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,1952.3,303.2,2255.5,2255.5,2861.9,1.1,0.3577375,2861.9,0,1,195.23,1546.2216,266.816,1984.84,0.500000468,1.500002424,0.097779047,0.097745917,77.57638834,232.7293233,69.91458615,69.99976198,1.209645855,3.171439355,3.175303069,-0.003863714,0.002712149,346.4180751,1410.651925,26.08017468,277.1198253,372.4982498,1687.77175,13502.174,424.6585992,2242.011401,1.850001731,5.550008969,0.570014826,785.619242,6284.953936,2771.344601,208.6413975,2979.985998,18044,3SB,6284.953936
41,41,AM-Early,1,OP,AM,3,SB,3SB,3.7,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.246,0.715,5299,412,5711,5711,6535,1.1,0.742613636,6535,0,1,529.9,4196.808,362.56,5025.68,0.912894115,2.735935145,0.106320839,0.106359935,66.09498586,198.0860559,64.04261685,69.9289758,2.107995055,3.174649671,3.466441737,-0.291792066,0.206509216,976.1081474,3792.991853,38.56185804,373.438142,1014.670005,4166.429995,4166.429995,1091.793721,4913.306279,3.377708226,10.12296004,0.982177576,3687.368666,3687.368666,976.1081474,38.56185804,1014.670005,5711,3SB,3687.368666
42,42,AM-Peak,2,Peak,AM,3,SB,3SB,3.7,70,9600,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.272727273,0.272727273,3.246,0.715,6088.3,479.7,6568,6568,7527.4,1.1,0.784104167,7527.4,0,1,608.83,4821.9336,422.136,5779.84,1.472352786,4.408665664,0.09933194,0.099399365,68.07405994,203.8341445,61.71572966,69.86728637,3.363651965,3.177452733,3.597138059,-0.419685327,0.297996641,1087.802021,4391.667979,41.96005055,437.7399494,1129.762072,4829.407928,9658.815856,1213.682173,5704.887827,5.44770531,16.31206295,1.581409233,6610.479834,13220.95967,2175.604043,83.92010111,2259.524144,13136,3SB,13220.95967
43,43,AM-Shoulder,1,OP,AM,3,SB,3SB,3.7,70,9600,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.272727273,0.272727273,3.246,0.715,5363.2,758.8,6122,6122,7639.6,1.1,0.795791667,7639.6,0,1,536.32,4247.6544,667.744,5387.36,1.084982921,3.252102661,0.101548619,0.101580257,66.87717441,200.4560927,61.14469126,69.8946049,2.28534356,3.176210815,3.63073221,-0.454521395,0.321512547,967.6634392,3859.216561,67.82960735,690.9703926,1035.493047,4550.186953,4550.186953,1171.152261,5932.127739,4.014436806,12.03277985,1.226939336,4700.802459,4700.802459,967.6634392,67.82960735,1035.493047,6122,3SB,4700.802459
44,44,MD,5,OP,MD,3,SB,3SB,3.7,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.249,0.708,7156.5,634.2,7790.7,7790.7,9059.1,1.1,1.029443182,9059.1,0,1,715.65,5667.948,558.096,6855.816,2.248617154,6.725038102,0.10693667,0.107048398,65.62369727,196.2636742,42.22732397,69.52470791,2.941634643,3.193109424,5.257259498,-2.064150074,1.460081648,1321.761486,5119.088514,59.74328278,574.4567172,1381.504768,5693.545232,28467.72616,1500.991334,6842.458666,8.31988347,24.88264098,2.442200331,12483.47219,62417.36096,6608.807428,298.7164139,6907.523842,38953.5,3SB,62417.36096
45,45,PM-Shoulder,1,OP,PM,3,SB,3SB,3.7,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.399,0.592,8192.6,480.3,8672.9,8672.9,9633.5,1.1,1.094715909,9633.5,0,1,819.26,6488.5392,422.664,7632.152,2.67284197,7.994539819,0.114434729,0.114497199,65.11647173,194.7650598,36.642641,68.95981834,2.885376801,3.219266021,6.058515269,-2.839249248,2.020960688,1561.774223,5811.565777,48.39384396,431.906156,1610.168067,6243.471933,6243.471933,1706.955755,7107.284245,9.88951529,29.57979733,2.832786401,16876.67015,16876.67015,1561.774223,48.39384396,1610.168067,8672.9,3SB,16876.67015
46,46,PM-Peak,3,Peak,PM,3,SB,3SB,3.7,70,7200,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.333333333,0.333333333,3.399,0.592,6693.161904,408.9460319,7102.107936,7839.4,8742.2,1.1,1.214194444,7920,822.2,0.905950447,738.8,5239.838476,359.8725081,6249.854984,3.599999527,10.79999832,0.171591933,0.170705783,57.55337034,172.6601068,30.08720158,68.3578867,4.727377842,3.247613563,7.378552618,-4.130939055,2.944986833,1637.914013,4316.447891,61.43231839,347.5137135,1699.346331,4663.961605,13991.88481,1822.210968,5358.989032,13.31999825,39.95999378,3.860283502,24271.84685,72815.54054,4913.742039,184.2969552,5098.038994,21306.32381,3SB,72815.54054
47,47,PM-Late,3,OP,NT,3,SB,3SB,3.7,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,5667.2,410.2,6077.4,6077.4,6897.8,1.1,0.862225,6897.8,0,1,566.72,4488.4224,360.976,5348.112,1.466720851,4.392843117,0.113285226,0.113348306,74.67018089,223.6379131,57.43360677,69.87491674,2.532609742,3.177105753,3.865332729,-0.688226976,0.48573291,1075.191947,4025.288053,40.91601807,369.2839819,1116.107965,4394.572035,13183.71611,1197.940001,5133.139999,5.426867149,16.25351953,1.573991183,6499.953152,19499.85946,3225.57584,122.7480542,3348.323894,18232.2,3SB,19499.85946
48,48,Night,8,OP,NT,4,NB,4NB,3.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,1981.6,336.4,2318,2318,2990.8,1.1,0.37385,2990.8,0,1,198.16,1569.4272,296.032,2039.84,0.500002278,1.500012023,0.103838441,0.10381164,75.84430078,227.5336896,69.89261629,69.999647,1.102141248,2.828585693,2.832917274,-0.004331581,0.003042092,361.1268736,1422.313126,30.7315673,305.6684327,391.8584409,1727.981559,13823.85247,453.3215755,2339.318425,1.650007516,4.950039675,0.578428218,747.9845331,5983.876265,2889.014989,245.8525384,3134.867527,18544,4NB,5983.876265
49,49,AM-Early,1,OP,AM,4,NB,4NB,3.3,70,10800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.25,0.25,3.246,0.715,8673.7,674.4,9348.1,9348.1,10696.9,1.1,0.990453704,10696.9,0,1,867.37,6869.5704,593.472,8226.328,2.023628805,6.050007675,0.094190552,0.09430808,69.70243786,208.3881604,44.82368336,69.07527466,2.223167398,2.866438114,4.417307663,-1.550869549,1.112115364,1514.418629,6291.911371,55.96920458,618.4307954,1570.387834,6910.342166,6910.342166,1682.326243,8147.203757,6.677975055,19.96502533,2.16713044,11230.67642,11230.67642,1514.418629,55.96920458,1570.387834,9348.1,4NB,11230.67642
50,50,AM-Peak,2,Peak,AM,4,NB,4NB,3.3,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.246,0.715,7825.574303,618.1418991,8443.716202,8597.5,9856.3,1.1,1.120034091,9680,176.3,0.982112963,796.81,6185.312586,543.9648712,7430.470258,3.599993615,10.79992911,0.113875343,0.112778444,64.77963839,194.3379842,33.95488456,69.04094784,4.287631597,2.867863293,5.831267065,-2.963403772,2.101886945,1501.164592,5527.59971,61.34751195,556.7943871,1562.512104,6084.394097,12168.78819,1685.207128,7197.982872,11.87997893,35.63976605,3.882678227,20020.2147,40040.4294,3002.329185,122.6950239,3125.024209,16887.4324,4NB,40040.4294
51,51,AM-Shoulder,1,OP,AM,4,NB,4NB,3.3,70,9600,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.272727273,0.272727273,3.246,0.715,7014.3,992.5,8006.8,8006.8,9991.8,1.1,1.0408125,9991.8,0,1,701.43,5555.3256,873.4,7045.984,2.411083234,7.21679631,0.102712104,0.102794844,66.68819719,199.6095069,40.69840823,69.45503454,2.644986022,2.850765266,4.865055136,-2.01428987,1.425538595,1272.02918,5040.84082,89.78101649,902.7189835,1361.810196,5943.559804,5943.559804,1541.372229,7748.997771,7.956574674,23.81542782,2.727912853,12259.16847,12259.16847,1272.02918,89.78101649,1361.810196,8006.8,4NB,12259.16847
52,52,MD,5,OP,MD,4,NB,4NB,3.3,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.249,0.708,7184.4,648.9,7833.3,7833.3,9131.1,1.1,1.037625,9131.1,0,1,718.44,5690.0448,571.032,6893.304,2.315754505,6.92759207,0.106987105,0.107092485,65.57691969,196.1737083,41.43264794,69.50642923,2.647901342,2.848657343,4.778840114,-1.930182771,1.36518808,1327.20142,5138.75858,61.1532361,587.7467639,1388.354656,5726.505344,28632.52672,1510.661129,6901.998871,7.641989868,22.86105383,2.518893372,11540.48723,57702.43614,6636.007101,305.7661805,6941.773282,39166.5,4NB,57702.43614
53,53,PM-Shoulder,1,OP,PM,4,NB,4NB,3.3,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.399,0.592,7955.5,466.4,8421.9,8421.9,9354.7,1.1,1.063034091,9354.7,0,1,795.55,6300.756,410.432,7411.272,2.373083162,7.102804163,0.114360386,0.114413324,65.08492678,194.8037457,39.69127327,69.12762404,2.500256108,2.8642674,4.988502099,-2.124234698,1.511951469,1516.106887,5643.843113,46.95888934,419.4411107,1563.065776,6063.284224,6063.284224,1656.983555,6902.166445,7.831174434,23.43925374,2.515177275,12973.57882,12973.57882,1516.106887,46.95888934,1563.065776,8421.9,4NB,12973.57882
54,54,PM-Peak,3,Peak,PM,4,NB,4NB,3.3,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.399,0.592,7212.3,619.7,7832,7832,9071.4,1.1,1.030840909,9071.4,0,1,721.23,5712.1416,545.336,6892.16,2.665714383,7.980395042,0.11450112,0.114551038,64.78047121,193.9344119,42.82873425,69.39024487,3.899757196,2.853427025,4.62306448,-1.769637454,1.256145136,1375.276609,5115.793391,62.46880484,557.2311952,1437.745413,5673.024587,17019.07376,1562.683023,6787.486977,8.796857465,26.33530364,2.896632699,13743.24724,41229.74173,4125.829826,187.4064145,4313.23624,23496,4NB,41229.74173
55,55,PM-Late,3,OP,NT,4,NB,4NB,3.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,3887.8,281.4,4169.2,4169.2,4732,1.1,0.5915,4732,0,1,388.78,3079.1376,247.632,3668.896,0.724066645,2.171187717,0.114895418,0.114905838,74.14732833,222.3383299,68.45344891,69.98632253,1.535404296,2.829124218,2.892476612,-0.063352394,0.044733629,742.5588012,2756.461199,28.45436249,252.9456375,771.0131637,3009.406836,9028.220509,827.9218886,3515.298111,2.389419927,7.164919466,0.777472876,1978.158012,5934.474037,2227.676404,85.36308747,2313.039491,12507.6,4NB,5934.474037
56,56,Night,8,OP,NT,4,SB,4SB,3.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,1886.7,293.2,2179.9,2179.9,2766.3,1.1,0.3457875,2766.3,0,1,188.67,1494.2664,258.016,1918.312,0.500037102,1.500199887,0.093728351,0.09368528,78.74081688,236.2363997,69.92867598,69.99983139,1.063877643,2.828578242,2.831456441,-0.002878199,0.002019509,328.7251256,1369.304874,24.17230131,269.0276987,352.8974269,1638.332573,13106.66058,401.2420295,2176.38797,1.650122435,4.950659626,0.568544929,662.1055409,5296.844327,2629.801005,193.3784105,2823.179415,17439.2,4SB,5296.844327
57,57,AM-Early,1,OP,AM,4,SB,4SB,3.3,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.246,0.715,5123.3,398.3,5521.6,5521.6,6318.2,1.1,0.717977273,6318.2,0,1,512.33,4057.6536,350.504,4859.008,0.856232988,2.566674574,0.106324431,0.106350207,66.08187517,198.0893882,65.05727675,69.94197564,1.817704541,2.830918032,3.043471997,-0.212553965,0.150430398,943.75771,3667.21229,37.27617309,361.0238269,981.0338831,4028.236117,4028.236117,1055.586229,4750.283771,2.825568861,8.470026095,0.921224338,2982.382557,2982.382557,943.75771,37.27617309,981.0338831,5521.6,4SB,2982.382557
58,58,AM-Peak,2,Peak,AM,4,SB,4SB,3.3,70,9600,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.272727273,0.272727273,3.246,0.715,5887.5,463.8,6351.3,6351.3,7278.9,1.1,0.75821875,7278.9,0,1,588.75,4662.9,408.144,5589.144,1.386016876,4.151577509,0.099235696,0.099294109,68.07638228,203.9112095,63.07404324,69.89178239,2.902908804,2.832951074,3.139167712,-0.306216638,0.217417398,1051.476126,4247.273874,40.52629479,423.2737052,1092.002421,4670.547579,9341.095159,1173.05501,5517.09499,4.573855692,13.70020578,1.488652112,5364.518642,10729.03728,2102.952252,81.05258958,2184.004841,12702.6,4SB,10729.03728
59,59,AM-Shoulder,1,OP,AM,4,SB,4SB,3.3,70,8800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.290322581,0.290322581,3.246,0.715,5184.7,733.6,5918.3,5918.3,7385.5,1.1,0.839261364,7385.5,0,1,518.47,4106.2824,645.568,5208.104,1.217945289,3.650824502,0.10776502,0.107796281,65.21433683,195.4817683,58.71545917,69.89468673,2.223278039,2.832833356,3.372195378,-0.539362021,0.380536764,960.9836037,3705.246396,69.58982979,664.0101702,1030.573433,4369.256567,4369.256567,1169.753093,5697.276907,4.019219454,12.04772086,1.382226305,4700.802839,4700.802839,960.9836037,69.58982979,1030.573433,5918.3,4SB,4700.802839
60,60,MD,5,OP,MD,4,SB,4SB,3.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.249,0.708,6919.4,613.2,7532.6,7532.6,8759,1.1,1.094875,8759,0,1,691.94,5480.1648,539.616,6628.688,2.830973279,8.464883923,0.111322268,0.111447122,64.52224699,192.9277593,36.31039417,69.55653621,2.940850562,2.846605234,5.452984043,-2.606378809,1.83708883,1302.004372,4925.455628,60.13865017,553.0613498,1362.143023,5478.516977,27392.58489,1482.420323,6584.639677,9.34221182,27.93411695,3.079710582,13843.52072,69217.60362,6510.021862,300.6932509,6810.715113,37663,4SB,69217.60362
61,61,PM-Shoulder,1,OP,PM,4,SB,4SB,3.3,70,6400,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.36,0.36,3.399,0.592,5986.936514,351.0211619,6337.957676,8385.1,9313.9,1.1,1.455296875,7040,2273.9,0.755859522,792.07,4571.482533,308.8986225,5577.402755,3.599999945,10.79999939,0.318168146,0.31761715,48.85944981,146.5783434,21.33014937,58.12743282,2.006295743,3.406309042,9.282635419,-5.876326377,4.517844793,2246.570123,2948.296391,98.11150012,252.9096618,2344.681623,3201.206053,3201.206053,2540.904624,3707.025376,11.87999982,35.63999799,3.901278694,30185.94632,30185.94632,2246.570123,98.11150012,2344.681623,6337.957676,4SB,30185.94632
62,62,PM-Peak,3,Peak,PM,4,SB,4SB,3.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.399,0.592,7142.5,436.4,7578.9,7578.9,8451.7,1.1,1.0564625,8451.7,0,1,714.25,5656.86,384.032,6669.432,2.842795429,8.507825676,0.120447023,0.120505471,63.85553145,191.1047571,40.94008104,69.44408974,4.102019612,2.851214563,4.836336299,-1.985121735,1.405435409,1395.601947,5032.648053,46.27795717,390.1220428,1441.879904,5422.770096,16268.31029,1534.435818,6203.014182,9.381224916,28.07582473,3.024617803,14391.74757,43175.24271,4186.80584,138.8338715,4325.639711,22736.7,4SB,43175.24271
63,63,PM-Late,3,OP,NT,4,SB,4SB,3.3,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,5480.3,396.6,5876.9,5876.9,6670.1,1.1,0.8337625,6670.1,0,1,548.03,4340.3976,349.008,5171.672,1.345181582,4.030149761,0.113538064,0.113594388,74.57410318,223.4232226,59.39140955,69.89694348,2.181082382,2.832741893,3.333815471,-0.501073578,0.35367083,1040.83034,3891.43966,39.64535002,356.95465,1080.47569,4248.39431,12745.18293,1159.76639,4962.30361,4.439099221,13.29949421,1.443699767,5147.612254,15442.83676,3122.49102,118.93605,3241.42707,17630.7,4SB,15442.83676
64,64,Night,8,OP,NT,5,NB,5NB,2,70,8000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.310344828,0.310344828,3.402,0.708,2117.6,351.8,2469.4,2469.4,3173,1.1,0.396625,3173,0,1,211.76,1524.672,281.44,1975.52,0.500004023,1.500009451,0.116818437,0.116803242,72.33356432,217.0003142,69.84906511,69.99944551,0.698788727,1.714299294,1.717990066,-0.003690773,0.002593046,389.8698003,1515.9702,32.87310435,318.9268957,422.7429046,1834.897095,14679.17676,488.4891133,2472.750887,1.000008046,3.000018903,0.577765903,488.4928718,3907.942974,3118.958402,262.9848348,3381.943237,19755.2,5NB,3907.942974
65,65,AM-Early,1,OP,AM,5,NB,5NB,2,70,8400,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.3,0.3,3.246,0.715,7495.137105,581.6209648,8076.75807,8488.9,9711.5,1.1,1.156130952,9240,471.5,0.951449313,787.76,5365.901684,465.2967719,6461.406456,3.464719357,10.36862189,0.123213346,0.12331406,62.24265969,186.269229,30.14023829,69.23580167,1.842646809,1.733207345,3.981388562,-2.248181217,1.586971994,1448.9107,5258.466405,57.37763393,524.2433309,1506.288334,5782.709736,5782.709736,1621.043602,6831.196398,6.929438714,20.73724377,3.727703265,11229.99188,11229.99188,1448.9107,57.37763393,1506.288334,8076.75807,5NB,11229.99188
66,66,AM-Peak,2,Peak,AM,5,NB,5NB,2,70,6000,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.375,0.375,3.246,0.715,5341.677199,419.4409338,5761.118132,7044.8,8070.6,1.1,1.3451,6600,1470.6,0.817783064,653.19,3750.789759,335.552747,4608.894506,1.799999638,5.399993618,0.371466952,0.371338311,41.19823353,123.5945794,33.10487502,61.04486152,1.460033869,1.965767421,3.62484377,-1.659076349,1.337390639,2046.484439,2642.002759,124.6035903,294.8373435,2171.08803,2936.840103,5873.680206,2420.29521,3526.51479,3.599999276,10.79998724,2.006611332,8713.059684,17426.11937,4092.968879,249.2071805,4342.176059,11522.23626,5NB,17426.11937
67,67,AM-Shoulder,1,OP,AM,5,NB,5NB,2,70,5600,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.391304348,0.391304348,3.246,0.715,4326.820084,611.0599721,4937.880056,5977.4,7456.8,1.1,1.331571429,6160,1296.8,0.826091621,523.77,3042.440067,488.8479777,3950.304045,1.799999946,5.399999919,0.347192735,0.347110481,39.91486954,119.7446104,32.30375497,66.21259244,1.297078167,1.812344081,3.71473843,-1.902394349,1.400316901,1580.083087,2222.966997,169.6842567,441.3757154,1749.767344,2664.342712,2664.342712,2089.135857,3547.094143,3.599999891,10.79999984,2.149111113,7520.888887,7520.888887,1580.083087,169.6842567,1749.767344,4937.880056,5NB,7520.888887
68,68,MD,5,OP,MD,5,NB,5NB,2,70,6800,1,6,70,3600,1,6,2032,0.5,0,3.6,1.8,0.346153846,0.346153846,3.249,0.708,5434.4,499.3,5933.7,5933.7,6932.3,1.1,1.019455882,6932.3,0,1,543.44,3912.768,399.44,4746.96,1.799999864,5.399994258,0.147452168,0.147253486,57.30885125,171.926384,45.78954455,69.79626462,1.667817556,1.719289716,2.620685599,-0.901395883,0.634479919,1120.386126,3770.573874,58.81893232,440.4810677,1179.205058,4211.054942,21055.27471,1296.842923,5092.017077,3.599999727,10.79998852,1.979568146,4668.633542,23343.16771,5601.93063,294.0946616,5896.025291,29668.5,5NB,23343.16771
