,Period,Hours/Day,Peak,4Periods,Segment,Direction,SegDir,Length,Speed GP,Capacity GP,Alpha GP,Beta GP,Speed ML,Capacity ML,Alpha ML,Beta ML,Year,MinToll,MinCapture,MaxToll,Soft Cap,MaxCapture,MaxCap_aux,B1,B2,TotalLights,TotalHeavies,TotalVeh,HOV3,Corridor PCE,InScopeLights,InScopeHeavies,InScopeVeh,CaptureRateLights,CaptureRateHeavies,TollLights,TollHeavies,VOT Lights,VOT Heavies,Speed GP real,Speed ML real,MLVeh_Lights,GPVeh_Lights,MLVeh_Heavies,GPVeh_Heavies,MLVeh,GPVeh,ML PCE,GP PCE,TollLightsPerSeg,TollHeaviesPerSeg,TollBlend,RevenuePerHour,RevenuePerDay,TransactionsDay_Lights,TransactionsDay_Heavies,TransactionsDay,TotalVeh_hours
49,AM-Early,1,OP,AM,4,NB,4NB,3.3,65,10800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.255681818,3.246,0.715,8742.2,741.8,9484,524.532,10967.6,7231.54784,652.784,8345.92,0.111193747,0.102640918,1.949999864,5.849996347,64.2930166,192.8789428,40.69321451,69.50144081,804.1028993,7413.565101,67.00234872,674.7976513,871.105248,8088.362752,1005.109945,9437.958055,6.434999553,19.30498794,2.249973863,6467.881332,6467.881332,804.1028993,67.00234872,871.105248,9484
50,AM-Peak,2,Peak,AM,4,NB,4NB,3.3,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.296920821,3.246,0.715,8432.55,726.915,9159.465,505.953,10613.295,6975.40536,639.6852,8060.3292,0.127953103,0.111446269,3.899998877,11.69996392,62.77785851,188.3330489,25.65651236,69.31099374,892.5247631,7034.072237,71.29052904,655.624471,963.8152922,7689.696708,1106.39635,9000.94565,12.86999629,38.60988093,4.476938918,14239.30923,28478.61847,1785.049526,142.5810581,1927.630584,18318.93
51,AM-Shoulder,1,OP,AM,4,NB,4NB,3.3,65,9600,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.27892562,3.246,0.715,7069.7,1091.7,8161.4,424.182,10344.8,5848.05584,960.696,7182.032,0.134594284,0.130040366,1.949999799,5.849997436,58.24494042,174.7347627,37.329853,69.38808801,787.1148862,5858.403114,124.9292592,966.7707408,912.0441454,6825.173855,1161.902664,8758.715336,6.434999337,19.30499154,2.484210581,7476.842064,7476.842064,787.1148862,124.9292592,912.0441454,8161.4
52,MD,5,OP,MD,4,NB,4NB,3.3,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.296920821,3.249,0.708,7241.1,713.8,7954.9,434.466,9382.5,5989.83792,628.144,7000.312,0.130285105,0.12387173,1.94999999,5.849999698,58.95257309,176.8577111,37.93052017,69.63836934,780.3866602,6026.24734,77.80928402,635.990716,858.1959442,6662.238056,1013.814512,7934.219488,6.434999966,19.304999,2.303597775,6523.896283,32619.48141,3901.933301,389.0464201,4290.979721,39774.5
53,PM-Shoulder,1,OP,PM,4,NB,4NB,3.3,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.296920821,3.399,0.592,8018.4,513,8531.4,481.104,9557.4,6632.82048,451.44,7507.632,0.142815149,0.135959931,1.949999795,5.849987274,57.61834351,172.8546727,37.39893927,69.30199727,947.267245,6590.028755,61.37775145,451.6222486,1008.644996,7041.651004,1131.400499,7944.895501,6.434999322,19.304958,2.187320619,7280.558993,7280.558993,947.267245,61.37775145,1008.644996,8531.4
54,PM-Peak,3,Peak,PM,4,NB,4NB,3.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.317398119,3.399,0.592,7632.66,500.325,8132.985,457.9596,9133.635,6313.736352,440.286,7157.0268,0.189638757,0.18470429,1.949999846,5.849999336,51.06276186,153.1882803,37.26263104,68.13842934,1197.329115,5977.371285,81.32271287,419.0022871,1278.651828,6396.373572,1441.297253,7234.378147,6.434999491,19.30499781,2.198041206,9274.747038,27824.24111,3591.987344,243.9681386,3835.955483,24398.955
55,PM-Late,3,OP,NT,4,NB,4NB,3.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.317398119,3.402,0.708,3918.5,309.5,4228,235.11,4847,3241.3832,272.36,3720.64,0.144559554,0.144906553,0.960296336,2.85822206,64.16075253,190.9677996,63.60973209,69.98770241,468.5729098,3214.81709,39.46674869,270.0332513,508.0396585,3484.850342,586.9731559,4024.916844,3.168977909,9.432132799,1.10773553,1857.152815,5571.458444,1405.718729,118.4002461,1524.118975,12684
56,Night,8,OP,NT,4,SB,4SB,3.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.317398119,3.402,0.708,1901.6,322.5,2224.1,114.096,2869.1,1573.00352,283.8,1957.208,0.152713711,0.152771115,0.56249431,1.685163147,62.18060648,186.2853802,64.94187712,69.99949924,240.2192057,1547.284794,43.35644246,279.1435575,283.5756481,1826.428352,370.2885331,2384.715467,1.856231225,5.561038385,0.734141372,687.0092311,5496.073849,1921.753646,346.8515397,2268.605185,17792.8
57,AM-Early,1,OP,AM,4,SB,4SB,3.3,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.296920821,3.246,0.715,5163.8,438.1,5601.9,309.828,6478.1,4271.49536,385.528,4929.672,0.124988204,0.125540576,1.048606566,3.106913483,59.29225394,175.6768546,60.23848077,69.96316299,533.8865348,4320.085465,48.39940717,389.7005928,582.285942,4709.786058,679.0847563,5489.187244,3.460401668,10.25281449,1.219692329,2343.691999,2343.691999,533.8865348,48.39940717,582.285942,5601.9
58,AM-Peak,2,Peak,AM,4,SB,4SB,3.3,65,9600,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.27892562,3.246,0.715,6230.7,535.71,6766.41,373.842,7837.83,5154.03504,471.4248,5954.4408,0.108513995,0.110025809,1.823251108,5.303574333,64.15647834,186.6219361,55.94306132,69.93506473,559.2849343,5297.573066,51.8688949,483.8411051,611.1538292,5781.414171,714.891619,6749.096381,6.016728657,17.5017953,2.118627674,4272.864473,8545.728945,1118.569869,103.7377898,1222.307658,13532.82
59,AM-Shoulder,1,OP,AM,4,SB,4SB,3.3,65,8800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.296920821,3.246,0.715,5225.6,807,6032.6,313.536,7646.6,4322.61632,710.16,5308.688,0.120823566,0.121434638,1.397548736,4.138874526,60.49162189,179.1474075,53.3212477,69.93386899,522.2739166,4389.790083,86.23802235,720.7619777,608.5119389,5110.552061,780.9879836,6552.076016,4.611910828,13.65828594,1.786048122,3586.544299,3586.544299,522.2739166,86.23802235,608.5119389,6032.6
60,MD,5,OP,MD,4,SB,4SB,3.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.317398119,3.249,0.708,6974.1,674.5,7648.6,418.446,8997.6,5768.97552,593.56,6730.768,0.152013268,0.146299009,1.949999963,5.849999542,54.67344195,164.0203161,34.91216565,69.44047719,876.9608224,5678.693178,86.83723958,587.6627604,963.798062,6266.355938,1137.472541,7441.681459,6.434999876,19.30499849,2.301386016,7319.635562,36598.17781,4384.804112,434.1861979,4818.99031,38243
61,PM-Shoulder,1,OP,PM,4,SB,4SB,3.3,65,6400,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.368181818,3.399,0.592,7983.2,510.8,8494,478.992,9515.6,6603.70304,449.504,7474.72,0.2,0.199999996,3.899999989,11.56602737,50.28174365,149.117955,16.30714022,66.93118816,1320.740605,6183.467395,89.90079836,420.8992016,1410.641403,6604.366597,1590.443,7446.165,12.86999997,38.16789031,4.388559293,20429.25535,20429.25535,1320.740605,89.90079836,1410.641403,8494
62,PM-Peak,3,Peak,PM,4,SB,4SB,3.3,65,4000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.484449761,3.399,0.592,7558.95,504.105,8063.055,453.537,9071.265,6252.76344,443.6124,7095.4884,0.199999965,0.199999201,3.899998169,11.69998367,43.43428769,130.3027423,16.30714022,67.69143829,1250.55247,5854.86053,88.72212574,415.3828743,1339.274596,6270.243404,1516.718848,7101.009152,12.86999396,38.6099461,4.416719158,19520.15923,58560.47769,3751.657411,266.1663772,4017.823788,24189.165
63,PM-Late,3,OP,NT,4,SB,4SB,3.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.317398119,3.402,0.708,5523.6,436.2,5959.8,331.416,6832.2,4569.12192,383.856,5244.624,0.129947149,0.130910362,1.55326278,4.566995982,68.1280241,200.3140848,54.75857438,69.93865607,593.7443665,4598.439633,50.25072784,385.9492722,643.9950944,4984.388906,744.49655,5756.28745,5.125767174,15.07108674,1.788423402,3800.728461,11402.18538,1781.2331,150.7521835,1931.985283,17879.4
64,Night,8,OP,NT,5,NB,5NB,2,65,8000,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.532894737,3.402,0.708,2134.4,387,2521.4,128.064,3295.4,1605.0688,309.6,2017.12,0.199999995,0.199999994,0.637284834,1.910329386,54.57702999,163.6004791,64.88863384,69.9999602,321.0137523,1685.322248,61.91999808,325.0800019,382.9337504,2010.40225,506.7737465,2660.562253,1.274569669,3.820658773,0.843134844,645.7295759,5165.836607,2568.110018,495.3599846,3063.470003,20171.2
65,AM-Early,1,OP,AM,5,NB,5NB,2,65,8400,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.519230769,3.246,0.715,7940.1,672.4,8612.5,476.406,9957.3,5970.9552,537.92,6890,0.199999072,0.199999907,1.55999794,4.679995534,35.07315756,105.2195112,32.917123,69.96054189,1194.185497,6269.508503,107.5839498,564.8160502,1301.769447,6834.324553,1516.937347,7963.956653,3.11999588,9.359991067,1.817848257,4732.838642,4732.838642,1194.185497,107.5839498,1301.769447,8612.5
66,AM-Peak,2,Peak,AM,5,NB,5NB,2,65,6000,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.613636364,3.246,0.715,6912.885,592.41,7505.295,414.7731,8690.115,5198.48952,473.928,6004.236,0.199999871,0.199999976,1.55999959,4.67999897,14.82886101,44.48658493,16.30714022,69.98261664,1039.697232,5458.414668,94.78558854,497.6244115,1134.482821,5956.039079,1324.053998,6951.287902,3.11999918,9.359997941,1.820674297,4131.047425,8262.09485,2079.394464,189.5711771,2268.965641,15010.59
67,AM-Shoulder,1,OP,AM,5,NB,5NB,2,65,5600,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.6328125,3.246,0.715,5279.3,813.7,6093,316.758,7720.4,3970.0336,650.96,4874.4,0.199999985,0.199999958,1.559999493,4.679998789,20.03848537,60.11546008,19.05012748,69.99297823,794.0066617,4168.535338,130.1919726,683.5080274,924.1986343,4852.043366,1184.582579,6219.059421,3.119998987,9.359997578,1.999514169,3695.896528,3695.896528,794.0066617,130.1919726,924.1986343,6093
68,MD,5,OP,MD,5,NB,5NB,2,65,6800,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.578571429,3.249,0.708,5477.5,549.2,6026.7,328.65,7125.1,4119.08,439.36,4821.36,0.199999668,0.199998051,1.559996689,4.679848119,46.88518835,140.6512988,44.37129773,69.994958,823.8146304,4325.03537,87.87114354,461.3288565,911.6857739,4786.364226,1087.428061,5709.021939,3.119993379,9.359696239,1.860697787,3392.743404,16963.71702,4119.073152,439.3557177,4558.42887,30133.5
69,PM-Shoulder,1,OP,PM,5,NB,5NB,2,65,5600,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.6328125,3.399,0.592,5380.4,343.6,5724,322.824,6411.2,4046.0608,274.88,4579.2,0.199999983,0.199999851,1.559999557,4.679997072,35.43781908,106.3134209,36.29231137,69.99697717,809.2120929,4248.363907,54.97595901,288.624041,864.188052,4536.987948,974.13997,5114.23603,3.119999114,9.359994145,1.758480496,3039.315668,3039.315668,809.2120929,54.97595901,864.188052,5724
70,PM-Peak,3,Peak,PM,5,NB,5NB,2,65,4800,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.675,3.399,0.592,5504.415,367.395,5871.81,330.2649,6606.6,4139.32008,293.916,4697.448,0.199999955,0.199999986,1.559999792,4.679998424,16.27262401,48.81786209,19.18342509,69.99641786,827.8638298,4346.28627,58.78319578,308.6118042,886.6470256,4654.898074,1004.213417,5272.121683,3.119999583,9.359996847,1.766850416,3133.145331,9399.435994,2483.591489,176.3495874,2659.941077,17615.43
71,PM-Late,3,OP,NT,5,NB,5NB,2,65,8000,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.532894737,3.402,0.708,4290.7,337.9,4628.6,257.442,5304.4,3226.6064,270.32,3702.88,0.199999996,0.199999996,1.019326997,3.04476229,54.79061665,163.6613216,63.11594957,69.99907961,645.3212685,3387.936731,54.063999,283.836001,699.3852675,3671.772732,807.5132655,4239.444734,2.038653994,6.089524581,1.175897541,1644.810832,4934.432497,1935.963806,162.191997,2098.155803,13885.8
72,Night,8,OP,NT,5,SB,5SB,2,65,8000,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.532894737,3.402,0.708,2082.4,377.6,2460,124.944,3215.2,1565.9648,302.08,1968,0.199999755,0.199998139,0.626383156,1.877720112,54.5731416,163.5948934,64.90391476,69.99996567,313.192577,1644.263423,60.41543777,317.1845622,373.6080148,1961.447985,494.4388903,2595.81711,1.252766311,3.755440224,0.828734462,619.2436745,4953.949396,2505.540616,483.3235022,2988.864118,19680
73,AM-Early,1,OP,AM,5,SB,5SB,2,65,8000,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.532894737,3.246,0.715,7745.9,656,8401.9,464.754,9713.9,5824.9168,524.8,6721.52,0.199999989,0.199999893,1.559999593,4.679997453,32.36674367,97.10020345,30.57536699,69.96598416,1164.983293,6116.162707,104.9599439,551.0400561,1269.943237,6667.202763,1479.863125,7769.282875,3.119999187,9.359994905,1.817865292,4617.171468,4617.171468,1164.983293,104.9599439,1269.943237,8401.9
74,AM-Peak,2,Peak,AM,5,SB,5SB,2,65,8000,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.532894737,3.246,0.715,6744.885,577.92,7322.805,404.6931,8478.645,5072.15352,462.336,5858.244,0.199999967,0.199999924,1.559998209,4.679996468,34.45061102,103.3518737,43.39566318,69.98500403,1014.430534,5325.761366,92.46716486,485.4528351,1106.897699,5811.214201,1291.832029,6782.119871,3.119996417,9.359992935,1.820634213,4030.511643,8061.023286,2028.861069,184.9343297,2213.795399,14645.61
75,AM-Shoulder,1,OP,AM,5,SB,5SB,2,65,7200,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.5625,3.246,0.715,5150.7,793.8,5944.5,309.042,7532.1,3873.3264,635.04,4755.6,0.199997977,0.199996736,1.559982776,4.679943675,45.97714532,137.9312988,44.5068069,69.99394517,774.6574456,4067.000554,127.0059273,666.7940727,901.6633729,4733.794627,1155.675227,6067.382773,3.119965553,9.359887349,1.999452249,3605.665718,3605.665718,774.6574456,127.0059273,901.6633729,5944.5
76,MD,5,OP,MD,5,SB,5SB,2,65,6400,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.595588235,3.249,0.708,5343.5,535.8,5879.3,320.61,6950.9,4018.312,428.64,4703.44,0.199999231,0.199998233,1.559995243,4.679997161,42.78804901,128.3644606,41.22900187,69.99565394,803.6593092,4219.230691,85.72724279,450.0727572,889.386552,4669.303448,1060.841038,5569.448962,3.119990485,9.359994323,1.860729677,3309.815904,16549.07952,4018.296546,428.6362139,4446.93276,29396.5
77,PM-Shoulder,1,OP,PM,5,SB,5SB,2,65,6400,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.595588235,3.399,0.592,5249.2,335.2,5584.4,314.952,6254.8,3947.3984,268.16,4467.52,0.199999975,0.199999874,1.537118937,4.583993042,49.62872817,148.0026946,49.76612557,69.99739344,789.4795803,4144.76842,53.63196618,281.5680338,843.1115465,4426.336454,950.3754788,4989.472521,3.074237874,9.167986084,1.730936528,2918.745146,2918.745146,789.4795803,53.63196618,843.1115465,5584.4
78,PM-Peak,3,Peak,PM,5,SB,5SB,2,65,6400,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.595588235,3.399,0.592,5370.96,358.47,5729.43,322.2576,6446.37,4038.96192,286.776,4583.544,0.199999918,0.199999833,1.5599995,4.67999781,35.2079681,105.6238887,47.55462685,69.99690847,807.7920527,4240.910347,57.35515201,301.114848,865.1472047,4542.025195,979.8575087,5144.254891,3.119999,9.359995619,1.766840574,3057.154368,9171.463104,2423.376158,172.065456,2595.441614,17188.29
79,PM-Late,3,OP,NT,5,SB,5SB,2,65,8000,1,6,70,7200,1,6,2032,0.5,0,3.12,1.56,0.2,0.532894737,3.402,0.708,4185.4,329.7,4515.1,251.124,5174.5,3147.4208,263.76,3612.08,0.199999989,0.19999997,0.998005932,2.981665029,54.77656702,163.6517069,63.36984528,69.99920689,629.4841248,3304.791875,52.75199206,276.9480079,682.2361168,3581.739883,787.740101,4135.635899,1.996011865,5.963330059,1.151386802,1571.035322,4713.105965,1888.452374,158.2559762,2046.708351,13545.3
80,Night,8,OP,NT,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.402,0.708,1495.9,271.3,1767.2,89.754,2309.8,1124.9168,217.04,1413.76,0.155649671,0.175843812,0.500000992,1.415645695,61.53375274,174.2196385,64.9836999,69.99988594,175.0929296,1231.05307,38.165141,233.134859,213.2580706,1464.187929,289.5883526,1930.457647,0.65000129,1.840339403,0.663866815,184.047443,1472.379544,1400.743437,305.321128,1706.064565,14137.6
81,AM-Early,1,OP,AM,6,NB,6NB,1.3,65,9200,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.31640625,3.246,0.715,5566.4,471.4,6037.8,333.984,6980.6,4185.9328,377.12,4830.24,0.131531108,0.131739217,1.056537511,3.153825719,57.50915047,171.668148,59.2035456,69.95210963,550.5803777,4681.835622,49.68149358,421.7185064,600.2618712,5103.554129,699.6248584,5946.991142,1.373498765,4.099973434,1.230122434,959.9142725,959.9142725,550.5803777,49.68149358,600.2618712,6037.8
82,AM-Peak,2,Peak,AM,6,NB,6NB,1.3,65,9600,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.306818182,3.246,0.715,4846.905,415.275,5262.18,290.8143,6092.73,3644.87256,332.22,4209.744,0.124726697,0.124936847,1.237323315,3.692750967,58.8751538,175.710971,62.8157553,69.98303189,454.6129157,4101.477784,41.50651947,373.7684805,496.1194351,4475.246265,579.1324741,5222.783226,1.608520309,4.800576257,1.442750171,930.5093196,1861.018639,909.2258313,83.01303893,992.2388703,10524.36
83,AM-Shoulder,1,OP,AM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.246,0.715,3701.4,570.5,4271.9,222.084,5412.9,2783.4528,456.4,3417.52,0.150035077,0.150116568,0.892414208,2.672169484,54.05439577,161.8559022,62.22809401,69.98587521,417.6155557,3061.700444,68.51320176,501.9867982,486.1287575,3563.687243,623.155161,4567.660839,1.160138471,3.473820329,1.143246381,722.4944253,722.4944253,417.6155557,68.51320176,486.1287575,4271.9
84,MD,5,OP,MD,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.249,0.708,3840.8,385.1,4225.9,230.448,4996.1,2888.2816,308.08,3380.72,0.146705951,0.146795401,0.778678884,2.330933984,54.35829313,162.7186705,63.22668476,69.99044509,423.7280995,3186.6239,45.22472705,339.875273,468.9528266,3526.499173,559.4022807,4206.249719,1.01228255,3.030214179,0.92837478,565.9731701,2829.86585,2118.640498,226.1236352,2344.764133,21129.5
85,PM-Shoulder,1,OP,PM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.399,0.592,3772.5,240.9,4013.4,226.35,4495.2,2836.92,192.72,3210.72,0.172375417,0.172396328,0.706246517,2.115875988,52.45442079,157.1505795,64.17085827,69.98819117,489.015269,3057.134731,33.22422035,207.6757797,522.2394893,3264.810511,588.68793,3680.16207,0.918120472,2.750638784,0.795925373,540.3627586,540.3627586,489.015269,33.22422035,522.2394893,4013.4
86,PM-Peak,3,Peak,PM,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.399,0.592,3859.17,257.565,4116.735,231.5502,4631.865,2902.09584,206.052,3293.388,0.158049072,0.158090605,1.052639489,3.151210449,54.32647759,162.6332335,63.92985828,69.990422,458.673553,3168.946247,32.57488541,224.9901146,491.2484384,3393.936362,556.3982092,3843.916591,1.368431336,4.096573584,1.19179659,761.1086779,2283.326034,1376.020659,97.72465623,1473.745315,12350.205
87,PM-Late,3,OP,NT,6,NB,6NB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.402,0.708,3008.1,236.9,3245,180.486,3718.8,2262.0912,189.52,2596,0.168109717,0.168177643,0.723638514,2.167354522,59.42724787,177.9893025,64.72548864,69.99680231,380.279512,2447.334488,31.87302686,205.0269731,412.1525389,2652.361461,475.8985926,3062.415407,0.940730068,2.817560878,0.835285525,447.5445649,1342.633695,1140.838536,95.61908057,1236.457617,9735
88,Night,8,OP,NT,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.402,0.708,1662.7,292.8,1955.5,99.762,2541.1,1250.3504,234.24,1564.4,0.167759612,0.17053946,0.50000123,1.487814572,59.41681237,176.8019638,64.97204337,69.99975777,209.7582982,1353.179702,39.94716318,252.8528368,249.7054614,1606.032539,329.5997878,2111.738212,0.650001599,1.934158944,0.658028774,213.6073921,1708.859137,1678.066386,319.5773055,1997.643691,15644
89,AM-Early,1,OP,AM,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.246,0.715,3567.4,302.1,3869.5,214.044,4473.7,2682.6848,241.68,3095.6,0.154952791,0.155035154,0.720816031,2.158128612,53.21657369,159.3308214,64.11384374,69.99336725,415.6894964,2937.666504,37.46889602,264.631104,453.1583924,3202.297608,528.0961844,3731.559816,0.937060841,2.805567196,0.839658618,494.6478544,494.6478544,415.6894964,37.46889602,453.1583924,3869.5
90,AM-Peak,2,Peak,AM,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.246,0.715,4131.96,355.215,4487.175,247.9176,5197.605,3107.23392,284.172,3589.74,0.141153049,0.141330163,1.234227441,3.6872974,55.67671403,166.3361193,62.70253435,69.98910272,438.5955423,3445.446858,40.16207507,315.0529249,478.7576174,3760.499783,559.0817675,4390.605632,1.604495673,4.79348662,1.440010861,896.2410195,1792.482039,877.1910846,80.32415014,957.5152347,8974.35
91,AM-Shoulder,1,OP,AM,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.246,0.715,3618,557.7,4175.7,217.08,5291.1,2720.736,446.16,3340.56,0.150846654,0.150923871,0.868591802,2.601092403,53.911968,161.4452383,62.57899206,69.98737791,410.4139217,2990.506078,67.33619438,490.3638056,477.750116,3480.869884,612.4225048,4461.597495,1.129169343,3.381420124,1.112778027,691.1187809,691.1187809,410.4139217,67.33619438,477.750116,4175.7
92,MD,5,OP,MD,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.249,0.708,4385,429.9,4814.9,263.1,5674.7,3297.52,343.92,3851.92,0.1428718,0.142995534,0.909503829,2.720357288,55.06257117,164.6940475,61.23488996,69.98152198,471.1226168,3650.777383,49.17902415,380.7209759,520.3016409,4031.498359,618.6596892,4792.940311,1.182354977,3.536464474,1.080666091,730.9540426,3654.770213,2355.613084,245.8951207,2601.508205,24074.5
93,PM-Shoulder,1,OP,PM,6,SB,6SB,1.3,65,4800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.482142857,3.399,0.592,3601.5,230,3831.5,216.09,4291.5,2708.328,184,3065.2,0.198396918,0.198424335,1.212333316,3.629268781,49.56049454,148.3654316,55.03482429,69.98322607,537.3239288,2848.086071,36.51007769,193.4899223,573.8340065,3041.575993,646.8541619,3428.555838,1.576033311,4.718049416,1.366110367,1019.096761,1019.096761,537.3239288,36.51007769,573.8340065,3831.5
94,PM-Peak,3,Peak,PM,6,SB,6SB,1.3,65,4000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.532894737,3.399,0.592,3455.76,237.825,3693.585,207.3456,4169.235,2598.73152,190.26,2954.868,0.199999726,0.199999524,1.949997095,5.849991294,43.74927212,131.2478166,44.81341596,69.98562788,519.7455912,2728.668809,38.05190939,199.7730906,557.7975006,2928.441899,633.9013194,3327.988081,2.534996223,7.604988682,2.216047455,1606.937451,4820.812353,1559.236774,114.1557282,1673.392502,11080.755
95,PM-Late,3,OP,NT,6,SB,6SB,1.3,65,8000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.349137931,3.402,0.708,3834,302.3,4136.3,230.04,4740.9,2883.168,241.84,3309.04,0.158116112,0.158229449,0.904047108,2.704849317,61.23156942,183.2008169,63.77309962,69.98950222,455.8753135,3148.084687,38.26620998,264.03379,494.1415235,3412.118477,570.6739434,3940.186057,1.175261241,3.516304112,1.043500832,670.328218,2010.984654,1367.62594,114.7986299,1482.42457,12408.9
96,Night,8,OP,NT,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.321428571,3.402,0.708,1830.2,316.3,2146.5,109.812,2779.1,1376.3104,253.04,1717.2,0.155628279,0.159263796,0.500010866,1.483795877,61.51591949,182.5501681,64.9748066,69.99970094,214.1928187,1506.195181,40.30011094,275.9998891,254.4929296,1782.19507,335.0931515,2334.194848,0.30000652,0.890277526,0.65579769,100.1375252,801.1002014,1713.54255,322.4008875,2035.943437,17172
97,AM-Early,1,OP,AM,7,NB,7NB,0.6,65,10800,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.28125,3.246,0.715,8726,739,9465,523.56,10943,6561.952,591.2,7572,0.111916023,0.111354443,1.949991485,5.826569769,61.79998475,184.6582027,40.20365535,69.63223296,734.387568,7468.052432,65.83274664,673.1672534,800.2203147,8141.219685,931.8858079,9487.554192,1.169994891,3.495941862,2.268910902,1089.377157,1089.377157,734.387568,65.83274664,800.2203147,9465
98,AM-Peak,2,Peak,AM,7,NB,7NB,0.6,65,9000,1,6,70,3600,1,6,2032,0.5,0,3.9,1.95,0.2,0.321428571,3.246,0.715,7467.18,635.46,8102.64,448.0308,9373.56,5615.31936,508.368,6482.112,0.158853647,0.157712136,1.949999625,5.849998945,52.71784991,158.1535516,41.52262831,69.3854518,892.0139567,6127.135243,80.17580329,555.2841967,972.18976,6682.41944,1132.541367,7792.987833,1.169999775,3.509999367,2.271629816,1325.073148,2650.146295,1784.027913,160.3516066,1944.37952,16205.28
